title,date,site_name,city,county,state,country,fqa_db_region,fqa_db_publication_year,fqa_db_description,custom_fqa_db_name,custom_fqa_db_description,practitioner,latitude,longitude,weather_notes,duration_notes,community_type_notes,other_notes,private_public,total_mean_c,native_mean_c,total_fqi,native_fqi,adjusted_fqi,c_value_zero,c_value_low,c_value_mid,c_value_high,native_tree_mean_c,native_shrub_mean_c,native_herbaceous_mean_c,total_species,native_species,non_native_species,mean_wetness,native_mean_wetness,tree,shrub,vine,forb,grass,sedge,rush,fern,bryophyte,annual,perennial,biennial,native_annual,native_perennial,native_biennial
Site 2 - Lake County,2020-06-11,Site 1,Wadsworth,Lake,Illinois,United Staets,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Brandt,NA,NA,NA,NA,NA,NA,Public,1.8,2.6,9,10.7,21.4,40,28,28,4,0,2.3,2.8,25,17,8,-0.6,-0.7,2,5,1,12,4,1,0,0,0,1,24,0,1,16,0
Brunner Home Inventory,2020-06-06,Bald Hill,Byron,Ogle,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Russell Brunner,NA,Illinois,NA,NA,NA,"porteranthus stipulatus
callirhoe bushii",Public,7.4,7.4,40.5,40.5,74,3.3,6.7,20,70,NA,6,7.5,30,30,0,1.4,1.4,0,1,0,26,3,0,0,0,0,0,30,0,0,30,0
EDMC Dean St. Full Inventory 2020,2020-06-06,McHenry TWNSHP Site 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jacob Taylor Karkowski,NA,IL,NA,NA,NA,NA,Public,2,3.4,16.9,22,26.2,53.5,16.9,21.1,8.5,2.8,3.9,3.5,71,42,29,0.4,0.1,10,13,3,37,4,3,0,1,0,4,59,8,2,37,3
EDMC Triangle Prairie Inventory 2020,2020-06-06,McHenry TWNSHP Site 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jacob Taylor Karkowski,NA,IL,NA,NA,NA,NA,Public,2.5,4.1,23.3,29.6,31.7,48.3,14.9,26.4,10.3,3,4,4.2,87,52,35,0.5,0.3,4,8,2,64,7,2,0,0,0,5,72,10,1,49,2
EDMC O'Brien Prairie Inventory 2020,2020-06-06,McHenry TWNSHP Site 1,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jacob Taylor Karkowski,NA,IL,NA,NA,NA,NA,Public,2.3,3.9,19.2,25,29.8,52.9,14.3,24.3,8.6,3.3,2.5,4.2,70,41,29,0.7,0.6,10,8,2,42,7,1,0,0,0,4,58,8,2,38,1
AECOM DuPage Wetland 3,2020-06-05,DuPage County,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,2,3.3,4.5,5.7,25.6,60,20,0,20,NA,NA,3.3,5,3,2,-1.4,-1.3,0,0,0,2,1,2,0,0,0,0,5,0,0,3,0
temp,2020-05-14,Skokie Lagoons,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,NZ,NA,NA,NA,NA,NA,NA,Public,3.4,4.1,18,19.7,37.2,21.4,28.6,35.7,14.3,NA,1,4.3,28,23,5,0.6,0.6,0,2,1,22,2,1,0,0,0,0,27,1,0,22,1
Skokie Lagoons,2020-05-14,Skokie Lagoons,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,NZ,NA,NA,NA,NA,NA,NA,Public,0.4,0.9,2,3,6.1,75,25,0,0,0,NA,1,24,11,13,0.7,0.5,1,3,0,17,3,0,0,0,0,2,16,6,2,8,1
s,2020-05-10,Skokie Lagoons,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,s,NA,NA,NA,NA,NA,NA,Public,2,4,2.8,4,28.3,50,0,50,0,NA,NA,4,2,1,1,1.5,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0
Lincoln Field Spring,2020-05-06,Lincoln Field,Milwaukee,Milwaukee,Wisconsin,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,AZ,NA,NA,Nice,90 minutes,Urban riverbank.,NA,Public,1.3,2.5,8.6,12.2,18.5,54.5,31.8,13.6,0,2.7,1,2.6,44,24,20,0.7,0.3,11,10,4,19,0,0,0,0,0,2,40,2,2,22,0
Elizabeth's yard,2020-04-28,Buffalo Grove Prairie,Chicago,Cook,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jeff Weiss,NA,NA,NA,NA,NA,NA,Public,4.4,5.3,15.2,16.8,48.4,16.7,8.3,58.3,16.7,NA,6,5.2,12,10,2,0.8,0.7,1,1,0,9,1,0,0,0,0,0,12,0,0,10,0
Legion Park SUBSTITUTIONS Savanna Seed List,2020-04-27,Example,Chicago,Cook,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Lauren,NA,NA,NA,NA,NA,NA,Public,6.5,6.5,31.8,31.8,65,4.2,12.5,25,58.3,NA,NA,6.5,24,24,0,1,1,0,0,0,19,5,0,0,0,0,1,23,0,1,23,0
Spring Flora Assignment,2020-04-26,Dean Nature Sanctuary,Oakbrook,Dupage,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Alifya Saify,41.67,-87.85,"50-60F, sunny",NA,nature preserve,NA,Public,3.2,4.8,9.6,11.8,39.2,44.4,11.1,22.2,22.2,NA,NA,4.8,9,6,3,1,1.2,0,0,0,9,0,0,0,0,0,1,7,1,0,6,0
Wetland W1,2020-04-01,2225 Point Blvd.,Elgin,Kane,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Brian Lennie,NA,NA,45 degrees F p. cloudy,15 min.,shallow marsh,road side ditch,Public,1.3,2.6,4.1,5.8,18.4,50,40,10,0,3,5,1.7,10,5,5,-0.2,-0.4,1,2,1,3,2,1,0,0,0,0,9,1,0,5,0
Spring Lake Residences,2020-04-01,Spring Lake Residences,Lansing,Cook,Illinois,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Lansing,Cook,Illinois,"Overcast, 60 degrees F",NA,NA,NA,Public,0.3,1,0.5,1,5.8,66.7,33.3,0,0,1,NA,NA,3,1,2,0,-1,1,0,0,0,2,0,0,0,0,1,2,0,0,1,0
W-1,2020-01-23,Hartsdale Terminal,NA,Lake county,Indiana,U.S.,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Amanda Larsen,NA,NA,NA,NA,NA,NA,Public,0.8,1,1.6,1.7,8.7,50,50,0,0,NA,NA,1,4,3,1,-0.3,-0.7,0,0,0,0,3,0,0,1,0,0,4,0,0,3,0
W-2,2020-01-22,Hartsdale Terminal,NA,Lake county,Indiana,U.S.,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Amanda Larsen,NA,NA,NA,NA,NA,NA,Public,0.8,1.4,2.8,3.7,10.7,66.7,25,8.3,0,NA,NA,1.4,12,7,5,-0.8,-1.1,0,0,0,1,7,4,0,0,0,2,10,0,1,6,0
W-3,2020-01-22,Hartsdale Terminal,NA,Lake county,Indiana,U.S.,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Amanda Larsen,NA,NA,NA,NA,NA,NA,Public,2.9,3.4,13,14,31.3,25,30,45,0,2.7,5,3.4,20,17,3,-1.1,-1.1,3,2,0,7,3,5,0,0,0,1,19,0,1,16,0
W-4,2020-01-22,Hartsdale Terminal,NA,Lake county,Indiana,U.S.,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Amanda Larsen,NA,NA,NA,NA,NA,NA,Public,0.4,0.8,1.1,1.6,6,71.4,28.6,0,0,NA,NA,0.8,7,4,3,-0.7,-1,0,0,0,0,6,1,0,0,0,1,6,0,1,3,0
W-5,2020-01-22,Hartsdale Terminal,NA,Lake county,Indiana,U.S.,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Amanda Larsen,NA,NA,NA,NA,NA,NA,Public,1,1.2,2.4,2.7,11,50,50,0,0,NA,NA,1.2,6,5,1,-0.7,-1,0,0,0,0,4,2,0,0,0,1,5,0,1,4,0
final,2019-12-12,Fox River,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Solis,NA,NA,NA,NA,NA,NA,Public,4,4,4,4,40,0,0,100,0,NA,NA,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
final,2019-12-12,Fox River,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Solis,NA,NA,NA,NA,NA,NA,Public,2.1,3.5,13.6,17.8,27.5,42.9,23.8,28.6,4.8,3.6,4.5,3.1,42,26,16,0.3,0,10,8,4,10,8,2,0,0,0,5,36,1,3,23,0
Hastings Lake FP,2019-12-08,Hastings Lake FP,Lake Villa,Lake,Illinois,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Lake Villa,Lake,Illinois,NA,NA,NA,NA,Public,2.4,3.1,14.4,16.4,27.3,38.9,22.2,36.1,2.8,3.6,3.3,2.9,36,28,8,0.6,0.5,7,7,5,16,0,1,0,0,0,1,33,2,1,27,0
Acorn Pond,2019-12-04,Acorn Pond,Mundelein,Lake,Illinois,Lake,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Gerard Urbanozo,NA,NA,NA,NA,NA,NA,Public,3.8,3.8,8.5,8.5,38,0,40,60,0,NA,NA,3.8,5,5,0,-2,-2,0,0,0,5,0,0,0,0,0,2,3,0,2,3,0
2019-Ca-CO-DP-455-A,2019-11-26,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,1.1,2,2.9,4,15.1,57.1,28.6,14.3,0,3,NA,1.7,7,4,3,0.9,0.5,2,1,3,0,1,0,0,0,0,0,7,0,0,4,0
2019-Ca-CO-WP-458-B,2019-11-26,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,2.1,3,5.6,6.7,25.4,28.6,42.9,28.6,0,NA,NA,3,7,5,2,-0.9,-0.6,0,0,0,4,3,0,0,0,0,0,7,0,0,5,0
Biodiversity Lab,2019-11-20,Courtyard,Berwyn,United States,Illinois,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"Xochil, Mia, Kate, Kira",NA,NA,NA,NA,NA,NA,Public,4.4,5.9,25.7,29.5,50.6,29.4,11.8,29.4,29.4,5,7.5,5.9,34,25,9,1,0.9,2,3,0,24,4,1,0,0,0,3,30,1,2,23,0
Biodiversity lab,2019-11-18,Courtyard,Berwyn,United States,Illinois,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Berg,NA,NA,NA,NA,NA,NA,Public,2.1,7.7,7,13.3,40.2,72.7,0,9.1,18.2,NA,NA,7.7,11,3,8,0.7,-0.3,0,0,0,5,6,0,0,0,0,2,9,0,1,2,0
464W06 dp10,2019-11-13,enbridge 6a (pipeline),NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,jesse,NA,NA,NA,NA,NA,NA,Public,4,4,19.2,19.2,40,0,34.8,47.8,17.4,NA,5,4,23,23,0,-0.9,-0.9,0,1,0,15,3,4,0,0,0,0,23,0,0,23,0
464 W03,2019-11-12,enbridge 6a (pipeline),NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jesse,NA,NA,NA,NA,NA,NA,Public,2.1,2.9,13.1,15.3,24.6,46.2,20.5,28.2,5.1,2.6,4.5,2.9,39,28,11,-0.4,-0.7,5,4,2,21,3,2,0,2,0,5,31,3,5,22,1
2019-Ca-MH-WP-365-A,2019-11-12,Enbridge 6a (pipeline),NA,McHenry,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,BRH. BWH,NA,NA,NA,NA,NA,NA,Public,2.2,2.7,18.8,20.9,24.5,35.6,32.9,28.8,2.7,1.3,3,2.7,73,60,13,-0.7,-0.9,4,3,3,47,8,7,0,1,0,14,53,6,12,46,2
2019-Ca-MH-WP-370-A,2019-11-12,Enbridge 6a (pipeline),NA,McHenry,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"BRH, BWH",NA,NA,NA,NA,NA,NA,Public,1.6,2.7,9.7,12.9,21.3,51.4,21.6,24.3,2.7,2,3.5,2.6,37,23,14,-0.1,-0.5,3,3,1,24,5,1,0,0,0,7,29,1,5,18,0
mp 435 WL02,2019-11-12,mp 435 WL02,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,0.4,1,1.1,1.7,6.5,85.7,14.3,0,0,NA,NA,1,7,3,4,-0.4,-1.3,0,0,0,4,2,1,0,0,0,3,4,0,3,0,0
W 455 A,2019-11-12,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,0.9,2.3,3.5,5.6,14.5,60,33.3,6.7,0,2,NA,2.4,15,6,9,-0.1,-0.5,2,2,2,7,2,0,0,0,0,2,11,2,2,4,0
W 425 A,2019-11-12,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,2.6,3.3,7.8,8.7,29.1,22.2,33.3,44.4,0,2.5,NA,3.6,9,7,2,-1.2,-1.1,2,0,0,3,2,2,0,0,0,0,9,0,0,7,0
W 434 A,2019-11-12,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,0.7,2,1.2,2,11.5,66.7,33.3,0,0,NA,2,NA,3,1,2,-1.3,-1,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0
W 364 A,2019-11-12,W 364 A,NA,McHenry,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,2,3,3.5,4.2,24.5,33.3,33.3,33.3,0,NA,5,1,3,2,1,-0.3,0,0,1,1,0,1,0,0,0,0,0,3,0,0,2,0
W 395 A,2019-11-12,W 395 A,NA,DuPage,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,0.8,2,1.8,2.8,12.6,80,0,20,0,NA,NA,2,5,2,3,-0.2,0,0,0,0,3,1,1,0,0,0,0,4,1,0,2,0
W 402 A,2019-11-12,W 402 A,NA,DuPage,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,NA,4,0,4,-1,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,0
W 425 A,2019-11-12,W 425 A,NA,Will,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,2.6,3.6,6.9,8,30.4,28.6,28.6,42.9,0,NA,NA,3.6,7,5,2,-1.3,-1.2,0,0,0,3,2,2,0,0,0,0,7,0,0,5,0
W 463 A,2019-11-12,W 463 A,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,2.3,5.3,6.9,10.6,35.3,55.6,11.1,22.2,11.1,4,10,3.5,9,4,5,-1.3,-1.3,1,2,0,3,3,0,0,0,0,0,9,0,0,4,0
W 464 A,2019-11-12,W 464 A,NA,Lake,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,0.9,2,2.4,3.5,13.1,57.1,42.9,0,0,NA,2,2,7,3,4,-1,-1,1,2,1,2,1,0,0,0,0,1,6,0,1,2,0
W 464 B,2019-11-12,W 464 B,NA,Lake,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,1.6,3.7,4.2,6.4,24.2,57.1,14.3,28.6,0,NA,NA,3.7,7,3,4,-1.3,-1.7,0,0,0,5,1,1,0,0,0,1,6,0,0,3,0
W 424 A,2019-11-12,Will County,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,1.8,3.5,3.6,4.9,24.7,50,25,25,0,4,NA,3,4,2,2,-1.3,-1,1,0,0,2,1,0,0,0,0,1,3,0,1,1,0
WL-420-B,2019-11-11,enbridge 6a (pipeline),NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Jesse,NA,NA,NA,NA,NA,NA,Public,1.6,2.5,7.2,9,20.2,55,25,15,5,2.3,NA,2.5,20,13,7,-0.1,-0.3,3,1,1,13,1,1,0,0,0,3,16,1,2,11,0
W 437 B,2019-11-11,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,1.7,3,4.5,6,22.7,42.9,42.9,14.3,0,NA,3.5,2.5,7,4,3,-0.9,-1.5,0,2,0,3,2,0,0,0,0,1,5,1,1,3,0
W 438 A,2019-11-11,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,0.3,1,0.5,1,5.8,66.7,33.3,0,0,NA,1,NA,3,1,2,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,1,0
W 438 B,2019-11-11,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,NA,1,0,1,-2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
W 438 C,2019-11-11,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,0.1,0.3,0.3,0.5,1.7,88.9,11.1,0,0,NA,NA,0.3,9,3,6,-0.2,0,0,0,0,6,3,0,0,0,0,2,6,1,2,1,0
W 449 A,2019-11-11,Oakview Business Park,Oak Creek,Milwaukee,WI,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,1.8,3.7,4.4,6.4,26.2,50,16.7,33.3,0,NA,NA,3.7,6,3,3,-1.8,-2,0,0,0,4,1,1,0,0,0,0,6,0,0,3,0
W 444 B,2019-11-11,Will County,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
W 435 A,2019-11-11,Will County,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Chris Loebach,NA,NA,NA,NA,NA,NA,Public,1.8,3.5,3.6,4.9,24.7,50,25,25,0,5,2,NA,4,2,2,-0.8,-1.5,1,1,0,1,1,0,0,0,0,0,4,0,0,2,0
W 346A,2019-11-04,W 346 A,NA,McHenry,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,0,0,0,0,0,100,0,0,0,NA,NA,0,4,2,2,0.8,0.5,0,0,0,3,1,0,0,0,0,2,2,0,1,1,0
W 449 A,2019-11-04,W 449 A,NA,NA,NA,NA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Joshua Wied,NA,NA,NA,NA,NA,NA,Public,1.8,3.7,4.4,6.4,26.2,50,16.7,33.3,0,NA,NA,3.7,6,3,3,-1.3,-2,0,0,0,4,1,1,0,0,0,0,6,0,0,3,0
2019-Ca-MH-WP-350-A,2019-11-01,Enbridge 6a (pipeline),NA,McHenry,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"BRH, BWH",NA,NA,NA,NA,NA,NA,Public,1.8,2.2,8.4,9.3,19.9,45.5,40.9,4.5,9.1,0,NA,2.4,22,18,4,-1,-1,1,0,0,12,3,5,0,1,0,7,15,0,6,12,0
2019-Ca-MH-WP-363-A,2019-11-01,Enbridge 6a (pipeline),NA,McHenry,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,"BRH, BWH",NA,NA,NA,NA,NA,NA,Public,2.8,3.2,19.8,21,29.7,30,34,22,14,4,3.5,3.2,50,43,7,-0.7,-0.7,1,2,1,35,5,6,0,0,0,8,40,2,7,35,1
Sullivan Woods- Woodland 2019,2019-10-30,Sullivan Woods,Vernon Hills,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,"40s, cloudy",2hrs,Deciduous woodland,NA,Public,1.4,2.3,6.7,8.6,17.9,47.8,39.1,8.7,4.3,2.8,2.5,2,23,14,9,0.4,0,4,7,1,11,0,0,0,0,0,4,18,1,4,10,0
Russel Labs,2019-10-27,Russel Labs,Madison,Dane,WI,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Madison,Dane,WI,NA,NA,NA,NA,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russel Labs,2019-10-27,Russel Labs,Madison,Dane,WI,United States,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Madison,Dane,WI,NA,NA,NA,NA,Public,5,6.4,24.5,27.9,56.9,20.8,16.7,33.3,29.2,8,7.5,5.3,24,19,5,0.5,0.3,9,2,0,4,8,1,0,0,0,0,24,0,0,19,0
Sullivan Woods- Savanna 2019,2019-10-24,Sullivan Woods,Vernon Hills,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,42.208760,-87.961520,"40s, cloudy",2.5 hours,"Oak savanna, lightly forested grassland",NA,Public,1.9,3.2,17.8,23.5,25.1,47.7,21.6,28.4,2.3,3.4,2.3,3.2,88,54,34,0.5,0.2,12,9,4,49,10,3,0,1,0,8,73,7,5,49,0
Sullivan Woods- Wetland 2019,2019-10-24,Sullivan Woods,Vernon Hills,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,"40s, cloudy",2 hours,Emergent/floodplain wetland,cornus alba should be labeled cornus sericea,Public,2.5,3.5,18.5,21.9,29.5,38.2,25.5,30.9,5.5,2.8,3.8,3.6,55,39,16,-0.4,-0.7,6,8,1,32,4,4,0,0,0,7,46,2,5,34,0
Sullivan Woods- Fallow Field 2019,2019-10-24,Sullivan Woods,Vernon Hills,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,"40s, cloudy",1hr,"fallow field, cleared shrub/scrub",NA,Public,0.8,2.3,5.2,8.9,13.6,69.8,20.9,9.3,0,2.3,2,2.4,43,15,28,0.8,0.3,4,6,1,27,4,1,0,0,0,7,30,6,3,12,0
Sullivan Woods- Floodplain Forest 2019,2019-10-24,Sullivan Woods,Vernon Hills,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,"40s, cloudy",1.5hrs,Floodplain forest,NA,Public,1.7,2.7,9,11.5,21.6,50,28.6,21.4,0,1.5,2.5,3.1,28,18,10,0.3,-0.2,4,6,3,14,0,1,0,0,0,3,24,1,2,16,0
Sullivan Woods- Shrub/Scrub 2019,2019-10-24,Sullivan Woods,Vernon Hills,Lake,IL,USA,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Sarah Duple,NA,NA,"40s, cloudy",1hr,Shrub-Scrub,NA,Public,1.7,2.3,8.7,10,19.7,46.2,34.6,19.2,0,3.6,1.5,1.6,26,19,7,0.5,0.3,7,6,2,10,1,0,0,0,0,3,21,2,3,16,0
Bald Hill Seed List,2019-10-21,Bald Hill,Byron,Ogle,IL,US,Chicago Region USACE,2017,https://www.lrc.usace.army.mil/Missions/Regulatory/FQA.aspx,NA,NA,Byron,Ogle,IL,NA,NA,Gravel Hill Prairie,Restoring old pasture,Public,7,7,63,63,70,0,9.9,29.6,60.5,NA,7,7,81,81,0,1.4,1.4,0,3,0,69,6,3,0,0,0,1,80,0,1,80,0
